GERP_NR	GERP_RS	PhyloP	PhyloM	PhyloV	PhastP	PhastM	PhastV	GC	CpG	EncExp	EncH3K27Ac	EncH3K4Me1	EncH3K4Me3	EncOCCombPVal	EncOCDNasePVal	EncOCFairePVal	EncOCpolIIPVal	EncOCctcfPVal	EncOCmycPVal	EncOCDNaseSig	EncOCFaireSig	EncOCpolIISig	EncOCctcfSig	EncOCmycSig	TFBS	TFBSPeaks	TFBSPeaksMax	cHmmTSSOdds	cHmmTxOdds	cHmmEnhOdds	cHmmZnfOdds	cHmmReprOdds	bStatistic	minDistTSS	minDistTSE
1.79082374319	-1.3420902843	-0.345299629013	-0.520589642641	-0.506417209267	-2.44709412849	-3.15472285092	-2.78793231908	-0.34691168177	-0.394157554801	-0.20034979659	-0.403877563621	-0.209767818247	-0.481592488089	-0.573714866428	-0.562965144096	-0.488052312041	-0.507894075544	-0.333262223803	-0.405124261135	-0.558828144898	-0.536074795859	-0.55993645521	-0.516956395808	-0.550627366711	-0.499458142035	-0.498708902159	-0.48474801371	-0.525624557912	-0.249971265926	-0.380090562882	-0.427450922671	-0.262396735496	0.133912914397	-0.122476950348	0.130369118231
1.93567341061	-1.20665428113	-0.342376787128	-0.515200303259	-0.51913397765	-2.51820065477	-3.28020443081	-2.93291874778	-0.264705736935	-0.255341552299	-0.169407498968	-0.272330305555	-0.204216287126	-0.333169614376	-0.470297624166	-0.475131315417	-0.342269795315	-0.343518939737	-0.285938412969	-0.27717575248	-0.4674853341	-0.404527153546	-0.403878889803	-0.428460825224	-0.420072276951	-0.233156177976	-0.230648702687	-0.248244005669	-0.381893433712	-0.205825333942	-0.322845919316	-0.324686619213	-0.229572680698	0.096520070805	-0.0265696219296	0.0762646147739
1.94089455378	-1.16873394583	-0.336498041339	-0.505042516873	-0.521116904213	-2.65319934799	-3.618295505	-3.22291253669	-0.249880834273	-0.23793959741	-0.165463075388	-0.27639376137	-0.205403974904	-0.333213290027	-0.46873595372	-0.472678200826	-0.351978963016	-0.348379327842	-0.312466927236	-0.286248355113	-0.45808488221	-0.403508611521	-0.402408160717	-0.435332376561	-0.416951303911	-0.21771657155	-0.217378793518	-0.221784402236	-0.383737197109	-0.216678113994	-0.32159020389	-0.326047598972	-0.229196316255	0.102364283235	-0.0186744529455	0.078624002225
1.93870401719	-1.14374412836	-0.330247799567	-0.493622027644	-0.517976078303	-2.73821995081	-3.92123294501	-3.4353883412	-0.258696916219	-0.222074953964	-0.170961777132	-0.292969574618	-0.240677454752	-0.331091730902	-0.46544021919	-0.463539458038	-0.371611638253	-0.333555534913	-0.347818106684	-0.275363818257	-0.487563346513	-0.444262703614	-0.403451940444	-0.482014139682	-0.439176174778	-0.237917249282	-0.236508376271	-0.230904631725	-0.379654969679	-0.227290829386	-0.346282507493	-0.321225980983	-0.23134933121	0.102302751796	-0.0215462716275	0.0810294150395
1.96245346885	-1.11927756795	-0.326032231408	-0.483435645339	-0.508859689769	-2.72111727558	-4.02143805197	-3.48215587596	-0.272017337552	-0.220378808926	-0.186794405895	-0.307093563417	-0.269924980842	-0.332827602065	-0.458546042517	-0.450690590814	-0.383147097048	-0.319461026054	-0.354298997056	-0.268426133691	-0.503603354718	-0.469597232834	-0.404530189656	-0.50396107644	-0.456250799465	-0.243029214339	-0.240593604836	-0.244588827076	-0.375274175385	-0.23682111702	-0.364243703755	-0.31881105615	-0.233692562756	0.101337610838	-0.0288361729518	0.0759562676446
1.99820485068	-1.09636341117	-0.322515655291	-0.474255312887	-0.497444476339	-2.6646485823	-4.00047742881	-3.44366098915	-0.286380839314	-0.229610779918	-0.201583463781	-0.311728529486	-0.276111044952	-0.33316061963	-0.451895286533	-0.441515753941	-0.386269744123	-0.317752478471	-0.357554224704	-0.274098301381	-0.512532142641	-0.480787890097	-0.409623316177	-0.51667510692	-0.469958628455	-0.247133823997	-0.244349249125	-0.25256829611	-0.374204907309	-0.243371647699	-0.370334878973	-0.321419883894	-0.237189368114	0.101788445813	-0.0381794480941	0.0686870347643
2.0320694847	-1.07534600688	-0.319475440258	-0.465816544137	-0.486166588942	-2.60563125644	-3.93429974524	-3.37347141113	-0.299990606731	-0.245011411852	-0.21123601161	-0.311774167297	-0.267693510331	-0.333947535266	-0.446442267026	-0.434241731271	-0.385916322186	-0.322420002856	-0.355948753752	-0.28525931411	-0.51686627063	-0.485061352506	-0.417683331126	-0.522657237309	-0.482298805825	-0.252326350491	-0.249695863289	-0.258459579239	-0.375412972845	-0.247014579576	-0.368540740883	-0.32766737981	-0.241263878788	0.1014592403	-0.0481305170474	0.0625996817532
2.05772383419	-1.05639448959	-0.316713584366	-0.458014789276	-0.475842330129	-2.55770007233	-3.85969836738	-3.29018661199	-0.309633055881	-0.259406318544	-0.216284479449	-0.311423645107	-0.256120563953	-0.33574001563	-0.442889991297	-0.429270426003	-0.385611000607	-0.329477803208	-0.354290058143	-0.29726068783	-0.5173912198	-0.485968363117	-0.424287545325	-0.524165826575	-0.4899557496	-0.258944938898	-0.256700287563	-0.264045074721	-0.378391511885	-0.249410503551	-0.365590491834	-0.333888197015	-0.24474036495	0.101971018408	-0.056961994676	0.0594898868073
2.07470373444	-1.03940118064	-0.31396208066	-0.450775080054	-0.466558612856	-2.5239847248	-3.80336816566	-3.21267357854	-0.313767912747	-0.268139467356	-0.218463286355	-0.313350034057	-0.249821009062	-0.339285066946	-0.441065320664	-0.426522342799	-0.385862395046	-0.33568858241	-0.352025697389	-0.305270748446	-0.515877282778	-0.485626492771	-0.428584883063	-0.52292685276	-0.493365388075	-0.265968834403	-0.264003223823	-0.26994095557	-0.382030758091	-0.251250735059	-0.364171486141	-0.338679610854	-0.246225784873	0.102859147514	-0.0626153121073	0.0590716961404
2.08508270872	-1.02415347106	-0.311169559504	-0.444065906541	-0.458312683126	-2.50345912358	-3.76823437594	-3.14829553557	-0.314425360275	-0.272538087273	-0.219907063453	-0.316740040256	-0.246758551112	-0.343467117359	-0.440213765853	-0.424952208162	-0.38745334682	-0.34088873646	-0.349504374756	-0.310801742068	-0.513902181492	-0.486095120818	-0.431626910137	-0.520806787147	-0.49491750941	-0.272591023718	-0.270740853748	-0.27485624574	-0.385648679665	-0.25264167755	-0.363395144325	-0.342540404732	-0.245904455962	0.104283834828	-0.066395954731	0.0597346008951
2.09097539324	-1.01040041238	-0.308388901557	-0.437845610725	-0.451041330957	-2.4933097832	-3.75142822257	-3.10051914428	-0.313482435728	-0.2746012284	-0.221605589227	-0.320639042702	-0.245692283979	-0.347533676947	-0.439994490046	-0.424045557715	-0.3903204317	-0.345114262388	-0.347225721064	-0.314893084536	-0.512059095754	-0.487569780876	-0.434007149397	-0.51879621311	-0.495876373437	-0.277961274935	-0.276123839861	-0.278622920761	-0.388814838193	-0.25394925976	-0.362924645171	-0.345539172233	-0.244886275615	0.106027837392	-0.0690474674207	0.0600259802848
2.09427588504	-0.997978615929	-0.3056620706	-0.43204405441	-0.444642171613	-2.48934884931	-3.74516018877	-3.06618082555	-0.31183864563	-0.275061383025	-0.223439278017	-0.324333773591	-0.245699657848	-0.351177368954	-0.440113646728	-0.423493336132	-0.393963222173	-0.348768130848	-0.34437170728	-0.318016278365	-0.510657497886	-0.489666673809	-0.436077842199	-0.516759229885	-0.496603381774	-0.281838520981	-0.279921036534	-0.281368938794	-0.391419999603	-0.255066728037	-0.362586193196	-0.347862785702	-0.24354219545	0.107368893194	-0.0705832222022	0.0598305230173
2.09630737388	-0.986631885537	-0.303015713102	-0.426571009952	-0.438996818395	-2.48898191937	-3.74516462612	-3.04097713367	-0.309715484239	-0.274645408625	-0.225014937859	-0.32777269766	-0.24602153128	-0.354494388554	-0.440240526999	-0.422965194165	-0.398004399414	-0.352250953441	-0.340883999368	-0.320594406628	-0.50934126005	-0.491940406569	-0.438008552892	-0.514377743778	-0.496947544079	-0.284753024713	-0.28270882764	-0.283532396546	-0.393570725648	-0.25587203434	-0.362054603071	-0.349656192641	-0.242043540057	0.108345493727	-0.0713278251721	0.0595137364412
2.09780021393	-0.976113472358	-0.300430621084	-0.421370758441	-0.433964719932	-2.48967651738	-3.74558884447	-3.02274934508	-0.307308541696	-0.27342342984	-0.226519299584	-0.331101117564	-0.246615180003	-0.357327738754	-0.440367504724	-0.422424616754	-0.402215966768	-0.355452239945	-0.337358210817	-0.322967503629	-0.508052269634	-0.494454407117	-0.439652358043	-0.511983586797	-0.497169957016	-0.287098995197	-0.284885695494	-0.285513825903	-0.395223601331	-0.256595833671	-0.361557468501	-0.350941316264	-0.240186533895	0.109348753892	-0.0718476932002	0.0590516691217
2.09910683696	-0.966190843663	-0.297931704079	-0.416401610146	-0.429389669654	-2.49075564084	-3.74601373745	-3.00866806145	-0.30472191859	-0.271842571359	-0.22769666996	-0.334270934145	-0.247366091601	-0.35988824867	-0.440585470355	-0.421999321046	-0.406505182443	-0.358287979147	-0.333569288211	-0.325195604054	-0.506825650064	-0.497046324419	-0.440902514873	-0.509489788828	-0.497280166467	-0.289045839439	-0.28666449959	-0.287259527248	-0.396536331019	-0.257074754064	-0.361046292091	-0.351844430389	-0.238222116841	0.110472174097	-0.0721749314378	0.0588374629512
2.10040075398	-0.956768608707	-0.295517063301	-0.411646238611	-0.425154845222	-2.4917772886	-3.74415043809	-2.99743638701	-0.302002088127	-0.270079499667	-0.228586759514	-0.33719708333	-0.248013902651	-0.36225083148	-0.440876111765	-0.421710244947	-0.41077268129	-0.360988555381	-0.329630918748	-0.327331477173	-0.505632963773	-0.499582409637	-0.442003751315	-0.506879432061	-0.497251026215	-0.290727104547	-0.288210622783	-0.288791662413	-0.397636726596	-0.257332170574	-0.360375248478	-0.352494169138	-0.236188409347	0.111613535255	-0.0723590297784	0.0587562704546
2.10174116869	-0.947757812358	-0.293193110515	-0.407097862874	-0.421183417197	-2.49259635505	-3.7405917081	-2.98798773825	-0.299204657286	-0.268177185875	-0.22936589602	-0.339910985481	-0.24848257004	-0.364399202863	-0.441232549375	-0.421539251158	-0.414954430943	-0.363687160195	-0.325768473661	-0.329450453869	-0.504430181976	-0.501971200343	-0.443090226101	-0.504226739874	-0.497152765415	-0.29226684789	-0.289634157604	-0.290141259106	-0.398539537829	-0.257529564257	-0.359511083074	-0.352999950429	-0.233998811977	0.11279973936	-0.0724939680552	0.058576531899
2.10312906809	-0.939168198371	-0.290964966776	-0.40275630783	-0.417434739798	-2.49280283106	-3.73541193455	-2.97920470001	-0.296385856709	-0.266241580245	-0.230046976158	-0.34244473867	-0.248803108422	-0.366381580348	-0.441628463513	-0.42145721704	-0.418980480787	-0.366432876684	-0.322141319032	-0.331602064359	-0.503193313036	-0.504208135577	-0.444176572516	-0.501546884568	-0.496989009618	-0.293737399018	-0.29100210232	-0.291357722881	-0.399301434702	-0.257693299209	-0.358505414052	-0.353408798957	-0.231690710523	0.114018148926	-0.0725713777125	0.0583399374276
