GERP_NR	GERP_NR	GERP_RS	GERP_RS	PhyloP	PhyloP	PhyloM	PhyloM	PhyloV	PhyloV	PhastP	PhastP	PhastM	PhastM	PhastV	PhastV	GC	GC	GC	CpG	CpG	CpG	EncExp	EncExp	EncExp	EncH3K27Ac	EncH3K27Ac	EncH3K27Ac	EncH3K4Me1	EncH3K4Me1	EncH3K4Me1	EncH3K4Me3	EncH3K4Me3	EncH3K4Me3	EncOCCombPVal	EncOCCombPVal	EncOCCombPVal	EncOCDNasePVal	EncOCDNasePVal	EncOCDNasePVal	EncOCFairePVal	EncOCFairePVal	EncOCFairePVal	EncOCpolIIPVal	EncOCpolIIPVal	EncOCpolIIPVal	EncOCctcfPVal	EncOCctcfPVal	EncOCctcfPVal	EncOCmycPVal	EncOCmycPVal	EncOCmycPVal	EncOCDNaseSig	EncOCDNaseSig	EncOCDNaseSig	EncOCFaireSig	EncOCFaireSig	EncOCFaireSig	EncOCpolIISig	EncOCpolIISig	EncOCpolIISig	EncOCctcfSig	EncOCctcfSig	EncOCctcfSig	EncOCmycSig	EncOCmycSig	EncOCmycSig	TFBS	TFBS	TFBS	TFBSPeaks	TFBSPeaks	TFBSPeaks	TFBSPeaksMax	TFBSPeaksMax	TFBSPeaksMax	cHmmTSSOdds	cHmmTSSOdds	cHmmTSSOdds	cHmmTxOdds	cHmmTxOdds	cHmmTxOdds	cHmmEnhOdds	cHmmEnhOdds	cHmmEnhOdds	cHmmZnfOdds	cHmmZnfOdds	cHmmZnfOdds	cHmmReprOdds	cHmmReprOdds	cHmmReprOdds	bStatistic	bStatistic	bStatistic	minDistTSS	minDistTSS	minDistTSS	minDistTSE	minDistTSE	minDistTSE
1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3
-0.47223133947	0.511963074916	-2.08540679375	-0.0565696499388	-0.537710548079	-0.157668556228	-1.03620565203	-0.139458029329	-1.15711643837	0.32540513902	-0.122551325221	0.152203812158	-0.169277198241	0.213164542146	-0.166301659364	0.194087017861	0.560786347086	-0.194664961912	0.163111660062	0.671935881921	-0.104238826749	0.117986187957	0.315439876699	-0.122660971043	0.443871407345	0.69346504758	-0.0306902990124	0.243544635085	0.299541997629	-0.117908895143	0.260751345553	0.804072890038	-0.0808666445566	0.242110838339	0.908777570345	-0.407176439771	-0.0474817646728	0.884442304924	-0.442578087602	-0.0413553268651	0.840158763733	-0.185238062593	-0.0644845716397	0.858900376892	-0.15117645742	0.0392668264961	0.492062918515	-0.24677431042	-0.0635409611163	0.697984599001	-0.129693214862	0.0246342404275	0.869891760443	-0.388266881611	0.0121056254753	0.886517806336	-0.241508527995	-0.0129255721358	0.899742703217	-0.223324768234	0.0562809072602	0.789425842858	-0.335210928847	0.00316975711382	0.871473240257	-0.26860997837	0.0427935182051	0.970055224864	0.233672325967	-0.0104677778187	0.96936626133	0.233659537122	-0.00996247050355	0.922554792374	0.194567609872	0.0229011040728	0.857629307657	-0.164576507792	0.407494015964	0.398591349952	-0.154799857491	0.69697193882	0.579372265123	-0.212156694912	0.582781425035	0.686269063509	-0.177359307691	0.613214644963	0.373437918409	-0.197716875093	0.353992281812	-0.226657354139	0.0326302788711	-0.313802135586	0.253078994044	0.0900575290689	0.0203955800611	-0.230591738218	-0.024256726425	0.141910463297
-0.33103240429	0.419240442213	-2.01561355469	-0.216169248861	-0.552451542292	-0.179522819524	-1.02666879885	-0.177404406323	-1.045610207	0.216789139071	-0.559488246969	-0.284733109589	-0.923181789169	-0.540740048782	-0.802794916037	-0.442406238812	0.533093741129	-0.204786777363	0.161539776164	0.617810830419	-0.146040129799	0.11927795945	0.292175985325	-0.127262903286	0.443496024695	0.591881420623	-0.051278809304	0.242204613191	0.247223561541	-0.0789626148751	0.255390555792	0.684360148167	-0.1080965529	0.244143330799	0.823684301334	-0.42429836136	-0.0419713597111	0.806921913575	-0.455428587946	-0.0355152098722	0.751177310593	-0.22272586702	-0.063245063162	0.758390710013	-0.201944577258	0.0435359712328	0.425428183174	-0.241149529704	-0.0596379817495	0.620853282767	-0.171139696499	0.028208838998	0.791127389372	-0.378291665769	0.0152218558198	0.789313183795	-0.250189992355	-0.0122864519797	0.798176200977	-0.255702388793	0.0606750960321	0.705621841026	-0.322829709045	0.00626181542339	0.780385961759	-0.281448641632	0.0461012659601	0.811989415998	0.16894905331	-0.0172500301724	0.813666521266	0.167400574696	-0.016916884285	0.785820348612	0.154065257287	0.0154924521128	0.749898276295	-0.193663772433	0.408355951647	0.388094496291	-0.169615116844	0.687449856807	0.523942821505	-0.200044339427	0.575830933409	0.616936618119	-0.202480908089	0.612776069183	0.352970565005	-0.190737875431	0.351925915333	-0.197465415573	0.0491171370653	-0.312288962977	0.236582935424	0.0557763685979	0.0174234981584	-0.1886630591	-0.0208327569906	0.143888852154
-0.23753679587	0.352615201339	-1.9632971854	-0.340393063852	-0.554784910439	-0.192777067919	-1.01742123957	-0.204639736274	-1.01106849106	0.0842469216892	-0.631939223149	-0.357184085769	-1.10921969971	-0.726777959325	-0.946727913753	-0.586339236528	0.571632237102	-0.265775803815	0.170017065666	0.677438277933	-0.193883319149	0.117446176005	0.331465101798	-0.152753276999	0.461612847979	0.544223507061	-0.00875045071866	0.239029436536	0.166326152095	-0.0289366949077	0.258991549046	0.654001100874	-0.0667578601193	0.225024065675	0.822638813285	-0.423363693593	-0.021250803339	0.815854820262	-0.464695585607	-0.0147293023871	0.732195360762	-0.211432892773	-0.0536528049615	0.768247002004	-0.198831372319	0.0360428137559	0.345696766423	-0.243473496613	-0.0681547276223	0.634418766976	-0.172656081632	0.0174519620914	0.778319031046	-0.414580981069	0.0152022274572	0.757954533779	-0.262942163446	-0.0125703659937	0.796008739803	-0.26377600998	0.0484221184078	0.647292633545	-0.349791738614	-0.00577625272959	0.765310402162	-0.302337285485	0.0323511204737	0.761404558153	0.161549598968	-0.00179469274871	0.760912609194	0.161386423855	-0.00163701296247	0.735357544997	0.186171867147	0.0152022791563	0.734129437342	-0.175446105955	0.392363923913	0.40110593571	-0.181733972519	0.716494682315	0.495465988257	-0.195623726771	0.589077797659	0.635448797983	-0.206943447254	0.606755233433	0.343384136168	-0.195593982577	0.344235143256	-0.204148924545	0.0422798773426	-0.331017343707	0.263420830987	0.0271201492903	0.0292924571632	-0.136875486659	-0.0592368713749	0.165717531707
-0.169190195426	0.317994011638	-1.93484882709	-0.429791397185	-0.558908803264	-0.197880594618	-1.01129327917	-0.224171492781	-0.972446662307	-0.0206905368612	-0.593363830855	-0.318608693476	-1.12267088355	-0.740229143159	-0.956445934011	-0.596057256786	0.572437896635	-0.265284199398	0.172127438997	0.701605722214	-0.201109895506	0.127329110774	0.331819319103	-0.14578710935	0.453880121098	0.496456524204	-0.000120636185861	0.233950594448	0.102980319884	-0.0186473716424	0.24431402464	0.636858014519	-0.0673249615317	0.228343547071	0.83212831005	-0.429872326825	-0.0155503844909	0.842401795963	-0.476001625702	-0.00695888834619	0.686801594322	-0.194530549217	-0.052698720641	0.785885700778	-0.20226234045	0.042923295258	0.319003718919	-0.243547838744	-0.0678110335245	0.647168661549	-0.174123582004	0.020191378074	0.749349893501	-0.40954516573	0.0184911663175	0.69222481407	-0.241847537572	-0.0131385423005	0.79481984207	-0.264685876601	0.0539694256947	0.598573893451	-0.34141737273	-0.00478774845697	0.735637991151	-0.297076839565	0.0347044475848	0.722164885473	0.169995276484	-0.00401446524197	0.724053361723	0.169065902835	-0.00377804071758	0.685033133377	0.194943395021	0.0109245354037	0.738263631368	-0.177619704468	0.399318775006	0.400772300141	-0.173478940347	0.709548061444	0.467914736954	-0.186681366811	0.580133344507	0.6496111381	-0.206483237904	0.608861191733	0.3531199298	-0.198253024698	0.340579023485	-0.207392901998	0.0369053085078	-0.326065462405	0.253452677785	0.0325678282275	0.0291185476415	-0.115477810151	-0.0548175391133	0.160779161568
-0.144115040547	0.312220850246	-1.91505531332	-0.501357781728	-0.56283708063	-0.194588707955	-1.00645642757	-0.237378305867	-0.939278517057	-0.0938560646369	-0.549371684038	-0.274616546659	-1.13039224487	-0.74795050448	-0.946232307481	-0.585843630255	0.53666670879	-0.242415057958	0.169456443976	0.676299513865	-0.175416446152	0.128268217107	0.300921952471	-0.128906240783	0.446410789101	0.493144234988	-0.0139656284265	0.2349638357	0.0972707652719	-0.0421754927279	0.242554914822	0.644237477635	-0.0785178196919	0.234619239668	0.839990646612	-0.431681222254	-0.0125319041839	0.855488047994	-0.476072407091	-0.00374633165375	0.670220080637	-0.195010520842	-0.0503080960519	0.791756687201	-0.198101363371	0.0484307464377	0.336386929437	-0.263852478369	-0.0614570752489	0.641444050224	-0.168271396289	0.0247961507622	0.73183858252	-0.407744722924	0.0221676165529	0.664147205859	-0.242006109331	-0.0101861996744	0.785655965706	-0.259848461455	0.0599307924261	0.587285616771	-0.349708559512	0.00090315939059	0.712416025794	-0.291497359725	0.0396735554319	0.711346897944	0.163956911263	-0.00447920017717	0.714598219692	0.163501118646	-0.00443245972023	0.662804743581	0.18672276475	0.0111889378283	0.749986360146	-0.181564753695	0.405399692392	0.389449398966	-0.160906146354	0.700180949928	0.460253628928	-0.190297052856	0.576407292587	0.652420808448	-0.199449742895	0.611570482501	0.353417206064	-0.196208110741	0.342285529284	-0.209352573287	0.0350957963711	-0.321366500991	0.226624203043	0.0504303147031	0.0243190800431	-0.138151591724	-0.0354623936373	0.152799978058
-0.148081044666	0.332796348235	-1.89360782853	-0.570595792858	-0.567967217641	-0.183624048659	-1.00272802324	-0.246290180545	-0.910337381881	-0.145489733202	-0.511793505987	-0.237038368608	-1.12927903387	-0.746837293488	-0.913319519349	-0.552930842124	0.511269304858	-0.228703288012	0.167468808812	0.646230411764	-0.158239706246	0.129248844796	0.283211598932	-0.119298938563	0.441170031689	0.500430321298	-0.0253206089786	0.236298561529	0.119071344056	-0.0639407799461	0.242760719214	0.650150973503	-0.0857533560782	0.239600695353	0.848846779461	-0.431152247932	-0.00978236430365	0.864813398975	-0.472365446233	-0.00123613658004	0.67157325859	-0.200634461963	-0.0477264200982	0.782588744911	-0.190593817907	0.0528562583572	0.346594857111	-0.26825097675	-0.059219732458	0.623535259732	-0.160121194108	0.0291260500407	0.727473249889	-0.406885660578	0.0250876778986	0.661373586154	-0.248304636651	-0.00732965514152	0.77507745096	-0.254956194415	0.0645835437601	0.585399479731	-0.352237516174	0.00401383829137	0.697003192208	-0.288303216051	0.0437890342679	0.706525215921	0.154512287027	-0.00361070498484	0.709404394773	0.154560792215	-0.003608797865	0.657055868654	0.168083610661	0.0140497986359	0.75399008785	-0.181734939199	0.41039782512	0.385133814115	-0.153715403687	0.693596961785	0.469001372508	-0.195436989173	0.575844996247	0.649158361194	-0.192692811961	0.614929670124	0.35264069687	-0.193089590763	0.345537850758	-0.210831545958	0.0338411656239	-0.317875551584	0.204484013359	0.0584225260917	0.0212965943233	-0.152834162382	-0.0249740357731	0.147035941287
-0.167248657983	0.372886801807	-1.86779389122	-0.648116367722	-0.574680356591	-0.164616197751	-0.99977886809	-0.252408173487	-0.883896390813	-0.18282496593	-0.487113789904	-0.212358652525	-1.1254345638	-0.742992823417	-0.864684948058	-0.504296270833	0.492255963541	-0.221053167186	0.165878506092	0.621664164156	-0.150247490741	0.131452535946	0.272634451634	-0.11341684582	0.437679243916	0.506970149312	-0.03187055311	0.237356152778	0.142868520111	-0.0768400307508	0.240753001827	0.653841526897	-0.0902688071822	0.244269030902	0.857602936277	-0.429702775615	-0.00732286835455	0.874946897195	-0.469302034125	0.00128153707489	0.675726065795	-0.204178822586	-0.0458160707491	0.773621833668	-0.185882249321	0.0573085088125	0.352393069936	-0.270370300462	-0.0599086341248	0.605926767918	-0.154600887066	0.0325181757308	0.725720974817	-0.40514104246	0.0257579064654	0.661624015087	-0.251682882805	-0.00667060066529	0.764004183157	-0.250829203016	0.067793558504	0.582915099122	-0.352239318481	0.00347410905234	0.682959534116	-0.284762160847	0.0450999112987	0.703921907493	0.144545998936	-0.00111646441522	0.706479241638	0.144717370434	-0.00116072445512	0.658185129426	0.151738831952	0.0174656241158	0.75634506493	-0.181585983904	0.415688363844	0.384317694559	-0.148704199363	0.689813745843	0.480104986779	-0.198194649808	0.575342459455	0.643771445511	-0.187721345656	0.618958451363	0.349872969645	-0.190433550688	0.347958229422	-0.213500950583	0.032881913565	-0.316230789195	0.189834767204	0.0598804060698	0.0200121474821	-0.163298821604	-0.0190591074919	0.14330136867
-0.19333542964	0.425396410702	-1.83735765804	-0.739249287451	-0.582888400998	-0.137317667032	-0.997278777905	-0.256811655798	-0.860591321628	-0.211015663367	-0.476999933781	-0.202244796402	-1.13231942516	-0.749877684776	-0.819093247076	-0.458704569851	0.481399548845	-0.217874855248	0.164226490957	0.604184985873	-0.147665131815	0.133386754817	0.267918592107	-0.11022240507	0.436154641916	0.512596117724	-0.0362481060338	0.238663373965	0.164360406649	-0.0831958292884	0.23820498078	0.65615640473	-0.0939944917194	0.249022344252	0.86326091809	-0.427600094976	-0.00543903823911	0.881660206676	-0.466463269207	0.00331650648901	0.679330984729	-0.205682337351	-0.0446493250999	0.764443603368	-0.183427876532	0.0612881914123	0.357382310445	-0.271747335383	-0.061956522385	0.590792788015	-0.151897974143	0.0342474377455	0.728664104465	-0.404372934593	0.0254313154363	0.665632869767	-0.254171944739	-0.00702760004906	0.757629067834	-0.249264149349	0.0700997183964	0.585778919857	-0.353277046547	0.00159153087157	0.676921611342	-0.28395586641	0.0449543168254	0.702761846971	0.135161646128	0.00149321453252	0.704802597003	0.135348521322	0.00141827364438	0.660650420834	0.139696403088	0.0200836923558	0.756334043572	-0.18154776075	0.421114533867	0.383531190666	-0.14408833952	0.688094604534	0.489069945614	-0.198487235685	0.575118314895	0.639286934202	-0.18405589056	0.62318246008	0.347855176609	-0.188052129378	0.349419527802	-0.213699457705	0.0315395498603	-0.316158332355	0.179873573584	0.0587821457597	0.0192440085023	-0.168787341491	-0.0149164223506	0.140666761521
-0.220900581833	0.482834256382	-1.80387360553	-0.841928479656	-0.592184102465	-0.103582030057	-0.994962844846	-0.260354663552	-0.841437803569	-0.233540654755	-0.478638631522	-0.203883494143	-1.14781427025	-0.765372529858	-0.783222565066	-0.422833887841	0.479201336199	-0.217919526283	0.163400915404	0.596280607347	-0.148190994866	0.135560361953	0.267149641139	-0.108807647831	0.435886554909	0.514740892578	-0.0390824030637	0.23982433647	0.175771162861	-0.0853284331557	0.23552560887	0.656145268293	-0.0960331952311	0.253122821275	0.865641397447	-0.424485637333	-0.00379730367344	0.884377644616	-0.462857890884	0.00514740726826	0.681844562138	-0.205470403794	-0.0437476422552	0.75785607036	-0.181928661479	0.0647882512677	0.363868676356	-0.274180219521	-0.0640650725855	0.583444207277	-0.151893187882	0.0357046467148	0.73396209462	-0.404423210081	0.0254414529759	0.671190520344	-0.256257114118	-0.00727406497457	0.755103548168	-0.248942644722	0.0722354914813	0.592841135923	-0.355876184979	5.43441112016e-05	0.677621054293	-0.285541520407	0.0449693451877	0.701895602442	0.127199566942	0.00340344407021	0.703645928384	0.127315834996	0.0033019596611	0.662344507847	0.131465186825	0.0213707622381	0.75548521629	-0.181161001833	0.426114424957	0.382704642702	-0.140490817496	0.687828048052	0.494728321974	-0.197801963605	0.575269335909	0.636003284256	-0.181259517146	0.627581917597	0.348228577478	-0.18689305799	0.350603422699	-0.213339066246	0.030395373412	-0.316964241129	0.175589267845	0.0563339829811	0.0187395273884	-0.171118100968	-0.0118117427008	0.138799092512
